,Home,Away,Datetime,HomePos,HomePts,AwayPos,AwayPts,Result,HomeMatches,AwayMatches,OddsH1,OddsD1,OddsA1,OddsH2,OddsD2,OddsA2,OddsH3,OddsD3,OddsA3,OddsH4,OddsD4,OddsA4,OddsH5,OddsD5,OddsA5,HNplayers,HAverageAge,HNforeign,HPlayerValues,HMarketValue,ANplayers,AAverageAge,ANforeign,APlayerValues,AMarketValue,HATT,HMID,HDEF,HOVR,AATT,AMID,ADEF,AOVR
186,Bournemouth,Middlesbrough,04/22/2017 15:00:00,16,35,19,24,4-0,33,32,1.85,3.75,4.5,1.87,3.6,4.25,1.85,3.6,4.2,1.85,3.6,4,1.93,3.79,4.24,41,23.4,16,103.5,2.52,35,26.3,21,121.75,3.48,74,75,74,74,76,74,74,75
187,Burnley,Man Utd,04/23/2017 14:15:00,14,36,5,60,0-2,33,31,5.75,4,1.67,5.25,3.9,1.65,5.5,4,1.6,5.5,3.6,1.65,5.95,3.93,1.68,36,25.7,14,81.8,2.27,42,23.5,24,553.25,12.7,74,74,76,74,84,84,82,83
188,Liverpool,Crystal Palace,04/23/2017 16:30:00,3,66,15,35,1-2,33,32,1.5,4.75,7,1.48,4.33,7,1.45,4.4,7.2,1.48,4.5,6.5,1.5,4.91,6.63,38,23.4,23,394.15,10.37,45,25.1,25,215.7,4.79,82,81,81,81,80,77,76,77
189,Chelsea,Southampton,04/25/2017 19:45:00,1,75,9,40,4-2,32,31,1.45,4.6,8.5,1.42,4.5,8,1.45,4.4,7.2,1.4,4.33,7.5,1.44,4.72,8.66,37,26.1,26,945.8,25.56,36,24.4,19,214.25,5.95,86,84,81,83,78,76,77,78
190,Middlesbrough,Sunderland,04/26/2017 19:45:00,19,24,20,21,1-0,33,33,2.3,3.4,3.4,2.2,3.3,3.4,2.1,3.4,3.5,2.15,3.3,3.3,2.23,3.44,3.58,35,26.3,21,121.75,3.48,42,24.3,27,112.5,2.68,76,74,74,75,81,76,73,76
191,Arsenal,Leicester,04/26/2017 19:45:00,6,57,15,37,1-0,1.6,31,1.6,4.5,5.75,1.57,4.33,5.5,1.6,4.2,5.2,1.55,4.33,5.25,1.61,4.54,5.6,42,23.7,26,522.75,12.45,31,25.6,21,175,5.65,81,83,82,83,79,78,76,78
192,Crystal Palace,Tottenham,04/26/2017 20:00:00,12,38,2,71,0-1,33,32,5.5,4.2,1.65,5.25,4.1,1.62,4.7,3.9,1.7,5,4,1.62,5.68,4.22,1.65,45,25.1,25,215.7,4.79,38,22.7,20,385.5,10.14,80,77,76,77,85,81,81,81
193,Man City,Man Utd,04/27/2017 20:00:00,4,64,5,63,0-0,32,32,1.91,3.75,4.2,1.87,3.75,4,1.9,3.5,4.1,1.85,3.5,4.2,1.89,3.77,4.42,44,24.7,36,621.4,14.12,42,23.5,24,553.25,12.7,83,85,81,83,84,84,82,83
194,Southampton,Hull,04/29/2017 15:00:00,9,40,17,33,0-0,32,34,1.6,3.75,5.75,1.62,3.9,5,1.7,3.9,4.6,1.66,3.75,5.5,1.64,4.06,5.77,36,24.4,19,214.25,5.95,42,25,22,132.95,3.17,78,76,77,78,76,74,75,75
195,Stoke,West Ham,04/29/2017 15:00:00,11,39,14,38,0-0,34,34,2,3.5,3.6,2.15,3.3,3.3,2.1,3.3,3.6,2.15,3.3,3.4,2.08,3.45,3.85,34,26.1,27,193.25,5.68,44,23.7,27,240.78,55.47,77,78,77,78,79,77,77,78
196,Sunderland,Bournemouth,04/29/2017 15:00:00,20,21,13,38,0-1,33,34,3,3.4,2.3,2.8,3.5,2.35,3.05,3.4,2.3,3,3.5,2.4,3.02,3.6,2.37,42,24.3,27,112.5,2.68,41,23.4,16,103.5,2.52,81,76,73,76,74,75,74,74
197,West Brom,Leicester,04/29/2017 15:00:00,8,44,15,37,0-1,33,33,2.4,3.5,2.75,2.4,3.3,2.85,2.6,3.3,2.7,2.4,3.5,2.75,2.54,3.38,2.94,30,26.3,17,115.1,3.84,31,25.6,21,175,5.65,81,76,74,75,79,78,76,78
198,Crystal Palace,Burnley,04/29/2017 17:30:00,12,38,16,36,0-2,34,34,1.75,3.5,4.75,1.75,3.5,4.75,1.8,3.6,4.5,1.83,3.6,4.6,1.8,3.63,5.02,45,25.1,25,215.7,4.79,36,25.7,14,81.8,2.27,80,77,76,77,74,74,76,74
199,Man Utd,Swansea,04/30/2017 12:00:00,5,64,18,31,1-1,33,34,1.36,4.75,8,1.33,4.75,9,1.3,5.5,9.5,1.3,4.6,9,1.37,5.04,10.06,42,23.5,24,553.25,12.7,37,25.9,34,137.1,3.71,84,84,82,83,78,76,75,77
200,Everton,Chelsea,04/30/2017 14:05:00,6,58,1,78,0-3,34,33,3.5,3.6,2,3.75,3.3,2,3.8,3.4,2,3.4,3.6,2.05,3.77,3.67,2.03,39,24.9,22,284.35,7.29,37,26.1,26,945.8,25.56,85,78,79,80,86,84,81,83
201,Middlesbrough,Man City,04/30/2017 14:05:00,19,27,4,65,2-2,34,33,13,5.25,1.25,10,5,1.3,9.5,5.5,1.3,9,5.5,1.28,11.39,5.93,1.29,35,26.3,21,121.75,3.48,44,24.7,36,621.4,14.12,76,74,74,75,83,85,81,83
202,Tottenham,Arsenal,04/30/2017 16:30:00,2,74,6,60,2-0,33,32,1.85,3.75,4,1.9,3.6,3.8,1.9,3.65,3.9,1.9,3.75,3.9,1.86,3.94,4.15,38,22.7,20,385.5,10.14,42,23.7,26,522.75,12.45,85,81,81,81,81,83,82,83
203,Watford,Liverpool,05/01/2017 20:00:00,10,40,3,66,0-1,33,34,5.75,4.5,1.5,6,4,1.53,6,4.5,1.5,5.5,4.2,1.53,6.61,4.4,1.53,46,25.8,36,189.35,4.12,38,23.4,23,394.15,10.37,78,78,76,77,82,81,81,81
204,West Ham,Tottenham,05/05/2017 20:00:00,15,39,2,77,1-0,35,34,8.5,5.25,1.4,8,5.25,1.36,7.5,4.8,1.4,8.5,4.8,1.4,9.4,5.35,1.37,44,23.7,27,240.78,55.47,38,22.7,20,385.5,10.14,79,77,77,78,85,81,81,81
205,Man City,Crystal Palace,05/06/2017 12:30:00,4,66,16,38,5-0,34,33,1.29,6.5,11,1.28,6.25,9.5,1.25,6,11,1.28,5.75,11,1.3,6.6,10.25,44,24.7,36,621.4,14.12,45,25.1,25,215.7,4.79,83,85,81,83,80,77,76,77
206,Bournemouth,Stoke,05/06/2017 15:00:00,10,41,11,40,2-2,35,35,2.25,3.6,3.3,2.2,3.4,3.3,2.1,3.4,3.5,2.2,3.6,3.3,2.24,3.5,3.47,41,23.4,16,103.5,2.52,34,26.1,27,193.25,5.68,74,75,74,74,77,78,77,78
207,Burnley,West Brom,05/06/2017 15:00:00,14,39,8,44,2-2,35,34,2.25,3.3,3.6,2.25,3.25,3.4,1.9,3.5,4.1,2.2,3.25,3.5,2.31,3.2,3.64,36,25.7,14,81.8,2.27,30,26.3,17,115.1,3.84,74,74,76,74,81,76,74,75
208,Hull,Sunderland,05/06/2017 15:00:00,17,34,20,21,0-2,35,34,1.44,4.75,8,1.44,4.6,7.5,1.45,4.5,7,1.4,4.33,7.5,1.49,4.7,7.29,42,25,22,132.95,3.17,42,24.3,27,112.5,2.68,76,74,75,75,81,76,73,76
209,Leicester,Watford,05/06/2017 15:00:00,12,40,13,40,3-0,34,34,1.57,4.2,6.5,1.57,4.1,6,1.6,3.8,6,1.53,3.9,7,1.61,4.16,6.38,31,25.6,21,175,5.65,46,25.8,36,189.35,4.12,79,78,76,78,78,78,76,77
210,Swansea,Everton,05/06/2017 17:30:00,18,32,7,58,1-0,35,35,2.8,3.5,2.63,2.75,3.4,2.55,2.6,3.5,2.6,2.6,3.5,2.5,2.81,3.48,2.65,37,25.9,34,137.1,3.71,39,24.9,22,284.35,7.29,78,76,75,77,85,78,79,80
211,Liverpool,Southampton,05/07/2017 13:30:00,3,69,9,41,0-0,35,33,1.62,4.2,6,1.6,4.1,5.5,1.5,4.2,6.5,1.57,3.9,6,1.61,4.21,6.12,38,23.4,23,394.15,10.37,36,24.4,19,214.25,5.95,82,81,81,81,78,76,77,78
212,Arsenal,Man Utd,05/07/2017 16:00:00,6,60,5,65,2-0,33,34,1.91,3.7,4.33,1.85,3.7,4.25,2.1,3.4,3.5,1.85,3.6,4.33,1.94,3.72,4.22,42,23.7,26,522.75,12.45,42,23.5,24,553.25,12.7,81,83,82,83,84,84,82,83
213,Chelsea,Middlesbrough,05/08/2017 20:00:00,1,81,19,28,3-0,34,35,1.17,9,19,1.17,7.5,17,1.15,7.5,18,1.15,7.5,15,1.18,8.29,18.22,37,26.1,26,945.8,25.56,35,26.3,21,121.75,3.48,86,84,81,83,76,74,74,75
214,Hull,Leicester,08/13/2016 12:30:00,,,,,2-1,0,0,4.5,3.6,1.91,4.33,3.4,1.9,3.3,3.3,2.1,4.5,3.5,1.91,4.43,3.55,1.95,42,25,22,132.95,3.17,31,25.6,21,175,5.65,76,74,75,75,79,78,76,78
215,Burnley,Swansea,08/13/2016 15:00:00,,,,,0-1,0,0,2.4,3.3,3.25,2.45,3.1,2.95,2.5,3.3,2.65,2.45,3.25,3.1,2.47,3.32,3.19,36,25.7,14,81.8,2.27,37,25.9,34,137.1,3.71,74,74,76,74,78,76,75,77
216,Crystal Palace,West Brom,08/13/2016 15:00:00,,,,,0-1,0,0,2,3.3,4.5,2,3.2,3.9,2.1,3.3,3.3,2,3.25,4.33,2.06,3.29,4.32,45,25.1,25,215.7,4.79,30,26.3,17,115.1,3.84,80,77,76,77,81,76,74,75
217,Everton,Tottenham,08/13/2016 15:00:00,,,,,1-1,0,0,3.2,3.4,2.4,2.95,3.2,2.4,2.65,3.3,2.5,3.1,3.4,2.4,3.25,3.43,2.37,39,24.9,22,284.35,7.29,38,22.7,20,385.5,10.14,85,78,79,80,85,81,81,81
218,Middlesbrough,Stoke,08/13/2016 15:00:00,,,,,1-1,0,0,2.38,3.2,3.4,2.25,3.1,3.25,2.3,3.3,2.9,2.3,3.2,3.4,2.33,3.24,3.53,35,26.3,21,121.75,3.48,34,26.1,27,193.25,5.68,76,74,74,75,77,78,77,78
219,Southampton,Watford,08/13/2016 15:00:00,,,,,1-1,0,0,1.8,3.75,5,1.8,3.4,4.5,1.8,3.5,4.2,1.8,3.6,5,1.88,3.68,4.64,36,24.4,19,214.25,5.95,46,25.8,36,189.35,4.12,78,76,77,78,78,78,76,77
220,Man City,Sunderland,08/13/2016 17:30:00,,,,,2-1,0,0,1.25,6.5,15,1.22,6,11.5,1.25,5.5,10.3,1.25,6.5,13,1.27,6.48,13.15,44,24.7,36,621.4,14.12,42,24.3,27,112.5,2.68,83,85,81,83,81,76,73,76
221,Arsenal,Liverpool,08/14/2016 16:00:00,,,,,3-4,0,0,2.4,3.5,3.1,2.35,3.3,2.9,2.3,3.3,2.9,2.38,3.4,3.1,2.41,3.53,3.1,42,23.7,26,522.75,12.45,38,23.4,23,394.15,10.37,81,83,82,83,82,81,81,81
222,Chelsea,West Ham,08/15/2016 20:00:00,,,,,2-1,0,0,1.65,4,6,1.6,3.75,5.5,1.65,3.6,5.1,1.62,4,6,1.68,4.16,5.48,37,26.1,26,945.8,25.56,44,23.7,27,240.78,55.47,86,84,81,83,79,77,77,78
223,Stoke,Man City,08/20/2016 12:30:00,11,1,5,3,1-4,1,1,5.5,3.8,1.73,5.25,3.8,1.67,4.7,3.6,1.7,5.5,3.75,1.73,5.47,3.96,1.71,34,26.1,27,193.25,5.68,44,24.7,36,621.4,14.12,77,78,77,78,83,85,81,83
224,Swansea,Hull,08/20/2016 15:00:00,6,3,4,3,0-2,1,1,1.8,3.6,5.25,1.75,3.6,5,1.8,3.5,4.2,1.8,3.5,5.2,1.78,3.61,5.5,37,25.9,34,137.1,3.71,42,25,22,132.95,3.17,78,76,75,77,76,74,75,75
225,Tottenham,Crystal Palace,08/20/2016 15:00:00,12,1,19,0,1-0,1,1,1.45,4.75,8,1.44,4.5,7.75,1.5,4,6.1,1.45,4.5,8,1.47,4.78,7.82,38,22.7,20,385.5,10.14,45,25.1,25,215.7,4.79,85,81,81,81,80,77,76,77
226,Watford,Chelsea,08/20/2016 15:00:00,13,1,3,3,1-2,1,1,5.5,3.8,1.73,5.5,3.7,1.67,4.2,3.5,1.8,5.25,3.75,1.73,5.44,3.74,1.76,46,25.8,36,189.35,4.12,37,26.1,26,945.8,25.56,78,78,76,77,86,84,81,83
227,West Brom,Everton,08/20/2016 15:00:00,7,3,8,1,1-2,1,1,3,3.25,2.6,2.95,3.1,2.55,2.85,3.2,2.4,3,3.2,2.6,3.11,3.19,2.6,30,26.3,17,115.1,3.84,39,24.9,22,284.35,7.29,81,76,74,75,85,78,79,80
228,Burnley,Liverpool,08/20/2016 15:00:00,18,0,2,3,2-0,1,1,6.5,4.2,1.57,6.5,4,1.55,5.6,3.9,1.55,6.5,4.1,1.57,7.12,4.2,1.56,36,25.7,14,81.8,2.27,38,23.4,23,394.15,10.37,74,74,76,74,82,81,81,81
229,Leicester,Arsenal,08/20/2016 17:30:00,15,0,14,0,0-0,1,1,2.88,3.6,2.5,2.75,3.6,2.45,2.75,3.3,2.4,2.9,3.6,2.4,2.92,3.6,2.5,31,25.6,21,175,5.65,42,23.7,26,522.75,12.45,79,78,76,78,81,83,82,83
230,Sunderland,Middlesbrough,08/21/2016 13:30:00,16,0,9,1,1-2,1,1,2.55,3.2,3.1,2.5,3.1,3.1,2.3,3.2,3,2.5,3.2,3.1,2.61,3.22,3.06,42,24.3,27,112.5,2.68,35,26.3,21,121.75,3.48,81,76,73,76,76,74,74,75
231,West Ham,Bournemouth,08/21/2016 16:00:00,17,0,20,0,1-0,1,1,1.95,3.75,4,1.91,3.6,4,1.8,3.5,4.2,1.95,3.6,4.1,1.98,3.75,4.02,44,23.7,27,240.78,55.47,41,23.4,16,103.5,2.52,79,77,77,78,74,75,74,74
232,Tottenham,Liverpool,08/27/2016 12:30:00,7,4,11,3,1-1,2,2,2.38,3.4,3,2.4,3.5,2.9,2.4,3.3,2.75,2.4,3.5,3,2.36,3.56,3.17,38,22.7,20,385.5,10.14,38,23.4,23,394.15,10.37,85,81,81,81,82,81,81,81
233,Chelsea,Burnley,08/27/2016 15:00:00,4,6,8,3,3-0,2,2,1.25,5.5,15,1.25,6,12,1.25,5.5,10.3,1.29,5.5,13,1.26,6.35,14.35,37,26.1,26,945.8,25.56,36,25.7,14,81.8,2.27,86,84,81,83,74,74,76,74
234,Crystal Palace,Bournemouth,08/27/2016 15:00:00,19,0,20,0,1-1,2,2,2.3,3.2,3.3,2.35,3.2,3.2,2.4,3.3,2.75,2.38,3.25,3.25,2.33,3.38,3.39,45,25.1,25,215.7,4.79,41,23.4,16,103.5,2.52,80,77,76,77,74,75,74,74
235,Everton,Stoke,08/27/2016 15:00:00,5,4,17,1,1-0,2,2,1.73,3.6,5.25,1.72,3.75,5,1.7,3.6,4.7,1.73,3.75,5.25,1.74,3.79,5.55,39,24.9,22,284.35,7.29,34,26.1,27,193.25,5.68,85,78,79,80,77,78,77,78
236,Leicester,Swansea,08/27/2016 15:00:00,15,1,12,3,2-1,2,2,1.73,3.6,5.25,1.72,3.75,5,1.75,3.5,4.5,1.75,3.5,5.5,1.71,3.88,5.57,31,25.6,21,175,5.65,37,25.9,34,137.1,3.71,79,78,76,78,78,76,75,77
237,Southampton,Sunderland,08/27/2016 15:00:00,16,1,18,0,1-1,2,2,1.57,3.6,6.5,1.6,3.9,6,1.65,3.6,5.1,1.62,3.8,6.5,1.61,4.03,6.63,36,24.4,19,214.25,5.95,42,24.3,27,112.5,2.68,78,76,77,78,81,76,73,76
238,Watford,Arsenal,08/27/2016 15:00:00,14,1,13,1,1-3,2,2,5,3.75,1.73,5,3.75,1.72,4.5,3.5,1.75,5,3.75,1.75,5.47,3.91,1.72,46,25.8,36,189.35,4.12,42,23.7,26,522.75,12.45,78,78,76,77,81,83,82,83
239,West Brom,Middlesbrough,08/28/2016 13:30:00,9,3,6,4,0-0,2,2,2.6,3.1,2.9,2.5,3.1,3.1,2.5,3.2,2.75,2.62,3,3.1,2.6,3.09,3.2,30,26.3,17,115.1,3.84,35,26.3,21,121.75,3.48,81,76,74,75,76,74,74,75
240,Man City,West Ham,08/28/2016 16:00:00,1,6,10,3,3-1,2,2,1.25,6,11,1.28,6,10,1.25,5.5,10.3,1.3,6,10,1.3,6.3,10.91,44,24.7,36,621.4,14.12,44,23.7,27,240.78,55.47,83,85,81,83,79,77,77,78
241,Arsenal,Southampton,09/10/2016 15:00:00,8,4,15,2,2-1,3,3,1.57,4.2,6.5,1.55,4.2,6,1.55,3.9,5.6,1.57,4.2,6.5,1.6,4.35,6.15,42,23.7,26,522.75,12.45,36,24.4,19,214.25,5.95,81,83,82,83,78,76,77,78
242,Bournemouth,West Brom,09/10/2016 15:00:00,19,1,10,4,1-0,3,3,2.05,3.25,4.33,2,3.3,4,2.1,3.2,3.4,2.05,3.25,4.2,2.05,3.31,4.33,41,23.4,16,103.5,2.52,30,26.3,17,115.1,3.84,74,75,74,74,81,76,74,75
243,Burnley,Hull,09/10/2016 15:00:00,13,3,5,6,1-1,3,3,2.45,3.1,3.4,2.4,3.1,3.2,2.5,3.2,2.75,2.4,3.2,3.25,2.44,3.21,3.36,36,25.7,14,81.8,2.27,42,25,22,132.95,3.17,74,74,76,74,76,74,75,75
244,Middlesbrough,Crystal Palace,09/10/2016 15:00:00,6,5,17,1,1-2,3,3,2.3,3.2,3.6,2.2,3.2,3.5,2.2,3.2,3.2,2.3,3.2,3.5,2.31,3.2,3.65,35,26.3,21,121.75,3.48,45,25.1,25,215.7,4.79,76,74,74,75,80,77,76,77
245,Stoke,Tottenham,09/10/2016 15:00:00,20,1,7,5,0-4,3,3,4.6,3.75,1.85,4.6,3.6,1.8,4,3.45,1.85,4.33,3.75,1.85,4.34,3.82,1.89,34,26.1,27,193.25,5.68,38,22.7,20,385.5,10.14,77,78,77,78,85,81,81,81
246,West Ham,Watford,09/10/2016 15:00:00,12,3,18,1,2-4,3,3,1.91,3.6,4.5,1.83,3.5,4.5,1.8,3.5,4.2,1.91,3.5,4.5,1.9,3.6,4.62,44,23.7,27,240.78,55.47,46,25.8,36,189.35,4.12,79,77,77,78,78,78,76,77
247,Liverpool,Leicester,09/10/2016 17:30:00,11,4,9,4,4-1,3,3,1.7,4,5.5,1.67,4,5.5,1.6,3.7,5.4,1.7,3.8,5.5,1.7,3.97,5.54,38,23.4,23,394.15,10.37,31,25.6,21,175,5.65,82,81,81,81,79,78,76,78
248,Swansea,Chelsea,09/11/2016 16:00:00,14,3,2,9,2-2,3,3,5.75,4,1.67,5.75,4,1.65,5.1,3.6,1.65,5.5,4,1.67,5.77,4.17,1.65,37,25.9,34,137.1,3.71,37,26.1,26,945.8,25.56,78,76,75,77,86,84,81,83
249,Sunderland,Everton,09/12/2016 20:00:00,16,1,4,7,0-3,3,3,3.8,3.5,2.1,3.8,3.5,2.1,3.3,3.3,2.1,3.8,3.4,2.1,3.75,3.6,2.1,42,24.3,27,112.5,2.68,39,24.9,22,284.35,7.29,81,76,73,76,85,78,79,80
250,Chelsea,Liverpool,09/16/2016 20:00:00,2,10,6,7,1-2,4,4,2.25,3.5,3.4,2.25,3.5,3.3,2.3,3.3,3.15,2.25,3.5,3.3,2.28,3.49,3.4,37,26.1,26,945.8,25.56,38,23.4,23,394.15,10.37,86,84,81,83,82,81,81,81
251,Hull,Arsenal,09/17/2016 15:00:00,8,7,7,7,1-4,4,4,6,4.2,1.6,6,4,1.57,5.5,4,1.6,6,4.2,1.57,6.03,4.2,1.6,42,25,22,132.95,3.17,42,23.7,26,522.75,12.45,76,74,75,75,81,83,82,83
252,Leicester,Burnley,09/17/2016 15:00:00,16,4,15,4,3-0,4,4,1.5,4.33,8,1.53,4.1,6.5,1.6,4,5.5,1.5,4.2,7.5,1.46,4.49,8.87,31,25.6,21,175,5.65,36,25.7,14,81.8,2.27,79,78,76,78,74,74,76,74
253,Man City,Bournemouth,09/17/2016 15:00:00,1,12,14,4,4-0,4,4,1.29,6,12,1.26,6.25,10,1.25,6,11,1.29,5.75,12,1.28,6.24,12.78,44,24.7,36,621.4,14.12,41,23.4,16,103.5,2.52,83,85,81,83,74,75,74,74
254,West Brom,West Ham,09/17/2016 15:00:00,12,4,17,3,4-2,4,4,2.8,3.2,2.8,2.75,3.1,2.75,2.6,3.25,2.75,2.7,3.2,2.88,2.9,3.19,2.76,30,26.3,17,115.1,3.84,44,23.7,27,240.78,55.47,81,76,74,75,79,77,77,78
255,Everton,Middlesbrough,09/17/2016 17:30:00,3,10,9,5,3-1,4,4,1.67,3.8,6,1.65,3.8,5.5,1.7,3.7,5,1.65,3.8,6,1.65,3.99,6.19,39,24.9,22,284.35,7.29,35,26.3,21,121.75,3.48,85,78,79,80,76,74,74,75
256,Crystal Palace,Stoke,09/18/2016 14:15:00,11,4,20,1,4-1,4,4,2,3.5,4.2,2,3.4,3.9,2.1,3.4,3.5,2,3.4,4.2,2.09,3.37,4.08,45,25.1,25,215.7,4.79,34,26.1,27,193.25,5.68,80,77,76,77,77,78,77,78
257,Southampton,Swansea,09/18/2016 14:15:00,18,2,13,4,1-0,4,4,1.7,3.8,5.75,1.65,3.6,5.25,1.7,3.7,5,1.7,3.75,5.5,1.68,3.84,6.17,36,24.4,19,214.25,5.95,37,25.9,34,137.1,3.71,78,76,77,78,78,76,75,77
258,Tottenham,Sunderland,09/18/2016 16:30:00,5,8,19,1,1-0,4,4,1.33,5.5,11,1.28,5.5,9.25,1.35,5.3,8,1.3,5.5,11,1.35,5.52,10.26,38,22.7,20,385.5,10.14,42,24.3,27,112.5,2.68,85,81,81,81,81,76,73,76
259,Liverpool,Hull,09/24/2016 15:00:00,6,10,12,7,5-1,5,5,1.22,7,15,1.22,6.5,13,1.25,6,11,1.22,6.5,14,1.23,7,15.54,38,23.4,23,394.15,10.37,42,25,22,132.95,3.17,82,81,81,81,76,74,75,75
260,Middlesbrough,Tottenham,09/24/2016 15:00:00,13,5,3,11,1-2,5,5,3.75,3.5,2.1,3.75,3.5,2,4.1,3.5,1.9,3.75,3.4,2.1,3.73,3.48,2.15,35,26.3,21,121.75,3.48,38,22.7,20,385.5,10.14,76,74,74,75,85,81,81,81
261,Stoke,West Brom,09/24/2016 15:00:00,20,1,10,7,1-1,5,5,2.38,3.3,3.3,2.3,3.2,3.3,2.3,3.3,3.15,2.38,3.25,3.25,2.34,3.35,3.4,34,26.1,27,193.25,5.68,30,26.3,17,115.1,3.84,77,78,77,78,81,76,74,75
262,Sunderland,Crystal Palace,09/24/2016 15:00:00,19,1,8,7,2-3,5,5,2.88,3.25,2.7,2.8,3.2,2.6,2.7,3.3,2.6,2.88,3.25,2.62,2.88,3.3,2.7,42,24.3,27,112.5,2.68,45,25.1,25,215.7,4.79,81,76,73,76,80,77,76,77
263,Swansea,Man City,09/24/2016 15:00:00,15,4,1,15,1-3,5,5,9,5.5,1.36,7.5,5,1.4,7.5,4.8,1.4,8.5,5.25,1.36,9.45,5.31,1.38,37,25.9,34,137.1,3.71,44,24.7,36,621.4,14.12,78,76,75,77,83,85,81,83
264,Bournemouth,Everton,09/24/2016 15:00:00,17,4,2,13,1-0,5,5,3.6,3.5,2.15,3.6,3.4,2.1,3.5,3.4,2.1,3.6,3.4,2.15,3.79,3.57,2.1,41,23.4,16,103.5,2.52,39,24.9,22,284.35,7.29,74,75,74,74,85,78,79,80
265,Arsenal,Chelsea,09/24/2016 17:30:00,4,10,5,10,3-0,5,5,2.4,3.5,3.1,2.4,3.4,3.1,2.35,3.3,3.05,2.4,3.4,3.1,2.35,3.53,3.21,42,23.7,26,522.75,12.45,37,26.1,26,945.8,25.56,81,83,82,83,86,84,81,83
266,West Ham,Southampton,09/25/2016 16:00:00,18,3,14,5,0-3,5,5,2.8,3.3,2.75,2.8,3.3,2.7,2.7,3.3,2.6,2.8,3.25,2.7,2.83,3.35,2.72,44,23.7,27,240.78,55.47,36,24.4,19,214.25,5.95,79,77,77,78,78,76,77,78
267,Burnley,Watford,09/26/2016 20:00:00,16,4,9,7,2-0,5,5,2.9,3.2,2.7,2.9,3.2,2.65,2.65,3.3,2.65,2.9,3.2,2.62,3.09,3.21,2.59,36,25.7,14,81.8,2.27,46,25.8,36,189.35,4.12,74,74,76,74,78,78,76,77
268,Everton,Crystal Palace,09/30/2016 20:00:00,5,13,7,10,1-1,6,6,1.73,4,5,1.72,3.75,5,1.75,3.6,4.8,1.73,3.9,5,1.74,3.95,5.25,39,24.9,22,284.35,7.29,45,25.1,25,215.7,4.79,85,78,79,80,80,77,76,77
269,Hull,Chelsea,10/01/2016 15:00:00,14,7,8,10,0-2,6,6,7.5,4.5,1.5,7,4.5,1.45,6.5,4.2,1.5,7,4.4,1.5,7.68,4.63,1.48,42,25,22,132.95,3.17,37,26.1,26,945.8,25.56,76,74,75,75,86,84,81,83
270,Sunderland,West Brom,10/01/2016 15:00:00,20,1,10,8,1-1,6,6,2.5,3.25,3.2,2.45,3.1,3.1,2.5,3.3,2.85,2.4,3.2,3.25,2.47,3.24,3.26,42,24.3,27,112.5,2.68,30,26.3,17,115.1,3.84,81,76,73,76,81,76,74,75
271,Watford,Bournemouth,10/01/2016 15:00:00,11,7,15,7,2-2,6,6,2.38,3.3,3.3,2.3,3.25,3.25,2.2,3.15,3.5,2.38,3.25,3.25,2.42,3.32,3.27,46,25.8,36,189.35,4.12,41,23.4,16,103.5,2.52,78,78,76,77,74,75,74,74
272,West Ham,Middlesbrough,10/01/2016 15:00:00,18,3,16,5,1-1,6,6,2.25,3.4,3.5,2.1,3.4,3.6,2.1,3.4,3.5,2.2,3.4,3.5,2.23,3.35,3.66,44,23.7,27,240.78,55.47,35,26.3,21,121.75,3.48,79,77,77,78,76,74,74,75
273,Swansea,Liverpool,10/01/2016 15:30:00,17,4,4,13,1-2,6,6,8,4.75,1.45,7,4.5,1.45,7,4.5,1.45,7.5,4.75,1.44,8.44,4.92,1.43,37,25.9,34,137.1,3.71,38,23.4,23,394.15,10.37,78,76,75,77,82,81,81,81
274,Leicester,Southampton,10/02/2016 14:15:00,12,7,9,8,0-0,6,6,2.25,3.4,3.5,2.2,3.3,3.4,2.1,3.4,3.5,2.25,3.4,3.4,2.24,3.35,3.63,31,25.6,21,175,5.65,36,24.4,19,214.25,5.95,79,78,76,78,78,76,77,78
275,Tottenham,Man City,10/02/2016 14:15:00,2,14,1,18,2-0,6,6,3,3.5,2.5,3,3.4,2.35,3.35,3.3,2.2,3.1,3.4,2.4,2.99,3.54,2.48,38,22.7,20,385.5,10.14,44,24.7,36,621.4,14.12,85,81,81,81,83,85,81,83
276,Burnley,Arsenal,10/02/2016 17:30:00,13,7,3,13,0-1,6,6,9,5,1.4,8.5,5,1.36,7.5,4.8,1.4,9,4.75,1.4,10.17,5.13,1.38,36,25.7,14,81.8,2.27,42,23.7,26,522.75,12.45,74,74,76,74,81,83,82,83
277,Chelsea,Leicester,10/15/2016 12:30:00,7,13,12,8,3-0,7,7,1.57,4.5,6,1.57,4.33,6.25,1.6,3.9,5.7,1.57,4.2,6,1.58,4.33,6.3,37,26.1,26,945.8,25.56,31,25.6,21,175,5.65,86,84,81,83,79,78,76,78
278,Man City,Everton,10/15/2016 15:00:00,1,18,5,14,1-1,7,7,1.5,4.75,7,1.48,4.75,6.25,1.45,4.4,7.2,1.5,4.6,6.5,1.52,4.68,6.82,44,24.7,36,621.4,14.12,39,24.9,22,284.35,7.29,83,85,81,83,85,78,79,80
279,Stoke,Sunderland,10/15/2016 15:00:00,19,3,20,2,2-0,7,7,2,3.6,4,1.95,3.5,4,2.1,3.4,3.5,2,3.5,4,1.98,3.51,4.34,34,26.1,27,193.25,5.68,42,24.3,27,112.5,2.68,77,78,77,78,81,76,73,76
