,Home,Away,Datetime,HomePos,HomePts,AwayPos,AwayPts,Result,HomeMatches,AwayMatches,OddsH1,OddsD1,OddsA1,OddsH2,OddsD2,OddsA2,OddsH3,OddsD3,OddsA3,OddsH4,OddsD4,OddsA4,OddsH5,OddsD5,OddsA5,HNplayers,HAverageAge,HNforeign,HPlayerValues,HMarketValue,ANplayers,AAverageAge,ANforeign,APlayerValues,AMarketValue,HATT,HMID,HDEF,HOVR,AATT,AMID,ADEF,AOVR
186,Newcastle,Sunderland,02/01/2014 12:45:00,8,37,17,21,0-3,23,23,1.95,3.5,4.33,1.8,3.5,4.4,1.9,3.45,3.8,1.85,3.5,4.33,1.93,3.56,4.54,33,24.4,26,188.85,5.72,37,24.9,28,151.25,4.09,78,75,76,76,74,73,73,74
187,West Ham,Swansea,02/01/2014 12:45:00,18,19,11,24,2-0,23,23,2.9,3.4,2.6,2.85,3.25,2.45,2.65,3.3,2.5,2.62,3.3,2.62,2.97,3.39,2.58,42,25.3,22,128.25,3.05,31,25.5,27,118.58,3.83,76,74,72,74,79,74,75,76
188,Everton,Aston Villa,02/01/2014 15:00:00,6,42,10,27,2-1,23,23,1.53,4.33,7,1.42,4.33,7.5,1.45,4,7,1.5,4.33,6.5,1.52,4.35,7.5,30,25.9,22,217.5,7.25,34,24,20,116.3,3.42,78,78,78,78,72,71,74,74
189,Fulham,Southampton,02/01/2014 15:00:00,19,19,9,32,0-3,23,23,3.6,3.4,2.2,3.4,3.3,2.15,3,3.3,2.25,3.25,3.4,2.2,3.63,3.39,2.22,44,25.4,33,148.35,3.37,31,23.9,16,102.5,3.31,71,74,72,75,76,76,73,75
190,Hull,Tottenham,02/01/2014 15:00:00,13,23,5,43,1-1,23,23,4,3.5,2.05,3.75,3.5,1.95,3.8,3.45,1.9,4,3.5,1.9,3.87,3.48,2.11,33,26.4,22,69.9,2.12,36,23.4,21,296,8.22,72,71,71,72,77,80,78,80
191,West Brom,Liverpool,02/02/2014 13:30:00,15,22,4,46,1-1,23,23,5.75,4.33,1.62,5.75,3.6,1.62,5.4,3.7,1.6,5,3.75,1.66,5.89,4.19,1.64,30,26.6,21,91.95,3.07,31,23.8,22,272.5,8.79,70,74,72,74,76,79,78,80
192,Arsenal,Crystal Palace,02/02/2014 16:00:00,2,52,14,23,2-0,23,23,1.22,7,16,1.2,6.5,12.5,1.22,5.5,12,1.22,6,13,1.23,6.88,17.01,37,23.8,30,332.7,8.99,41,26.2,24,64.25,1.57,79,81,80,80,71,72,71,72
193,Man City,Chelsea,02/03/2014 20:00:00,1,53,3,50,0-1,23,23,1.85,3.8,4.5,1.8,3.75,4.1,1.85,3.45,4,1.8,3.6,4.33,1.88,3.63,4.72,27,25.7,21,479,17.74,48,23.8,40,582.98,12.15,84,83,81,82,81,82,81,82
194,Liverpool,Arsenal,02/08/2014 12:45:00,4,47,1,55,5-1,24,24,2.2,3.6,3.4,2.1,3.5,3.25,2.2,3.3,3.1,2.2,3.4,3.3,2.17,3.7,3.45,31,23.8,22,272.5,8.79,37,23.8,30,332.7,8.99,76,79,78,80,79,81,80,80
195,Crystal Palace,West Brom,02/08/2014 15:00:00,17,23,16,23,3-1,24,24,2.6,3.3,3,2.5,3.2,2.85,2.4,3.1,2.9,2.4,3.25,3,2.66,3.2,3.03,41,26.2,24,64.25,1.57,30,26.6,21,91.95,3.07,71,72,71,72,70,74,72,74
196,Aston Villa,West Ham,02/08/2014 15:00:00,10,27,18,22,0-2,24,24,2.1,3.5,3.8,2,3.3,3.8,2.1,3.2,3.4,2,3.4,3.8,2.14,3.45,3.8,34,24,20,116.3,3.42,42,25.3,22,128.25,3.05,72,71,74,74,76,74,72,74
197,Chelsea,Newcastle,02/08/2014 15:00:00,3,53,8,37,3-0,24,24,1.25,6.25,15,1.25,5.5,12,1.3,5,9,1.25,5.5,13,1.25,6.42,16.02,48,23.8,40,582.98,12.15,33,24.4,26,188.85,5.72,81,82,81,82,78,75,76,76
198,Norwich,Man City,02/08/2014 15:00:00,15,24,2,53,0-0,24,24,9,5.5,1.36,9,5.25,1.31,9,5,1.3,7.5,5.5,1.36,9.51,5.42,1.37,29,26.2,17,95.75,3.3,27,25.7,21,479,17.74,74,74,74,74,84,83,81,82
199,Southampton,Stoke,02/08/2014 15:00:00,9,35,11,25,2-2,24,24,1.55,4,7.5,1.5,4.2,6.25,1.6,3.7,5.4,1.57,3.75,6.5,1.55,4.2,7.43,31,23.9,16,102.5,3.31,29,26.1,20,126,4.34,76,76,73,75,76,73,73,74
200,Sunderland,Hull,02/08/2014 15:00:00,14,24,13,24,0-2,24,24,2.15,3.4,3.8,2.1,3.2,3.6,1.95,3.35,3.7,2.1,3.3,3.8,2.14,3.33,3.97,37,24.9,28,151.25,4.09,33,26.4,22,69.9,2.12,74,73,73,74,72,71,71,72
201,Tottenham,Everton,02/09/2014 13:30:00,6,44,5,45,1-0,24,24,2.1,3.5,3.75,2.05,3.3,3.6,2.1,3.3,3.3,2.1,3.4,3.75,2.16,3.49,3.7,36,23.4,21,296,8.22,30,25.9,22,217.5,7.25,77,80,78,80,78,78,78,78
202,Hull,Southampton,02/11/2014 19:45:00,11,27,9,36,0-1,25,25,3,3.25,2.6,2.85,3.2,2.5,2.85,3.2,2.4,3,3.2,2.5,2.95,3.31,2.64,33,26.4,22,69.9,2.12,31,23.9,16,102.5,3.31,72,71,71,72,76,76,73,75
203,West Ham,Norwich,02/11/2014 19:45:00,15,25,16,25,2-0,25,25,2.05,3.5,4,2,3.4,3.7,2,3.3,3.6,2.05,3.4,3.75,2.05,3.55,3.99,42,25.3,22,128.25,3.05,29,26.2,17,95.75,3.3,76,74,72,74,74,74,74,74
204,West Brom,Chelsea,02/11/2014 20:00:00,18,23,1,56,1-1,25,25,7.5,4.5,1.5,7,4.25,1.45,6.1,4,1.5,7,4,1.5,8,4.38,1.5,30,26.6,21,91.95,3.07,48,23.8,40,582.98,12.15,70,74,72,74,81,82,81,82
205,Newcastle,Tottenham,02/12/2014 19:45:00,8,37,5,47,0-4,25,25,3.3,3.5,2.3,3,3.5,2.25,2.75,3.3,2.4,3.2,3.4,2.25,3.22,3.41,2.4,33,24.4,26,188.85,5.72,36,23.4,21,296,8.22,78,75,76,76,77,80,78,80
206,Stoke,Swansea,02/12/2014 19:45:00,13,26,10,27,1-1,25,25,2.7,3.25,2.9,2.5,3.2,2.85,2.4,3.3,2.75,2.37,3.25,3,2.75,3.24,2.88,29,26.1,20,126,4.34,31,25.5,27,118.58,3.83,76,73,73,74,79,74,75,76
207,Fulham,Liverpool,02/12/2014 20:00:00,20,20,4,50,2-3,25,25,8,5.25,1.4,7.25,4.5,1.42,7,4,1.45,6.5,4.5,1.44,8,5.21,1.42,44,25.4,33,148.35,3.37,31,23.8,22,272.5,8.79,71,74,72,75,76,79,78,80
208,Chelsea,Everton,02/22/2014 12:45:00,1,57,6,45,1-0,26,26,1.57,4,7,1.53,4.1,6,1.5,4,6.1,1.57,4,6,1.58,4.08,6.99,48,23.8,40,582.98,12.15,30,25.9,22,217.5,7.25,81,82,81,82,78,78,78,78
209,Arsenal,Sunderland,02/22/2014 15:00:00,2,56,16,25,4-1,26,26,1.33,5.5,11,1.28,5.25,10.5,1.27,5.2,10,1.3,5.5,10,1.34,5.3,11.5,37,23.8,30,332.7,8.99,37,24.9,28,151.25,4.09,79,81,80,80,74,73,73,74
210,Man City,Stoke,02/22/2014 15:00:00,3,55,15,27,1-0,26,26,1.18,8,19,1.16,7.5,14.5,1.15,7,15,1.18,7,15,1.17,8.6,20.55,27,25.7,21,479,17.74,29,26.1,20,126,4.34,84,83,81,82,76,73,73,74
211,West Brom,Fulham,02/22/2014 15:00:00,18,24,20,20,1-1,26,26,1.8,3.9,4.75,1.72,3.8,4.5,1.8,3.5,4.2,1.8,3.6,4.33,1.77,3.9,5.01,30,26.6,21,91.95,3.07,44,25.4,33,148.35,3.37,70,74,72,74,71,74,72,75
212,West Ham,Southampton,02/22/2014 15:00:00,12,28,8,39,3-1,26,26,3.2,3.4,2.4,3,3.25,2.35,2.65,3.3,2.5,2.75,3.3,2.5,3.24,3.33,2.44,42,25.3,22,128.25,3.05,31,23.9,16,102.5,3.31,76,74,72,74,76,76,73,75
213,Liverpool,Swansea,02/23/2014 13:30:00,4,53,11,28,4-3,26,26,1.3,5.75,12,1.31,5.25,9,1.27,5.2,10,1.3,5.5,10,1.31,6.01,11.14,31,23.8,22,272.5,8.79,31,25.5,27,118.58,3.83,76,79,78,80,79,74,75,76
214,Newcastle,Aston Villa,02/23/2014 13:30:00,9,37,13,28,1-0,26,26,2.1,3.4,3.9,2.05,3.25,3.7,2.1,3.3,3.3,2.05,3.4,3.6,2.07,3.42,4.09,33,24.4,26,188.85,5.72,34,24,20,116.3,3.42,78,75,76,76,72,71,74,74
215,Norwich,Tottenham,02/23/2014 16:00:00,17,25,5,50,1-0,26,26,3.8,3.5,2.1,3.7,3.4,2,4,3.45,1.85,4,3.5,1.9,3.77,3.46,2.15,29,26.2,17,95.75,3.3,36,23.4,21,296,8.22,74,74,74,74,77,80,78,80
216,Everton,West Ham,03/01/2014 15:00:00,7,45,10,31,1-0,26,27,1.53,4.2,7.5,1.5,4,6.75,1.5,4,6.1,1.44,4.33,7,1.54,4.28,7.23,30,25.9,22,217.5,7.25,42,25.3,22,128.25,3.05,78,78,78,78,76,74,72,74
217,Fulham,Chelsea,03/01/2014 15:00:00,20,21,1,60,1-3,27,27,8,4.75,1.45,6.75,4.33,1.45,7.3,4.4,1.4,7.5,4.5,1.45,7.44,4.6,1.5,44,25.4,33,148.35,3.37,48,23.8,40,582.98,12.15,71,74,72,75,81,82,81,82
218,Hull,Newcastle,03/01/2014 15:00:00,11,30,8,40,1-4,27,27,2.45,3.2,3.3,2.4,3.3,3.1,2.3,3.2,3,2.45,3.25,2.9,2.38,3.24,3.42,33,26.4,22,69.9,2.12,33,24.4,26,188.85,5.72,72,71,71,72,78,75,76,76
219,Stoke,Arsenal,03/01/2014 15:00:00,15,27,2,59,1-0,27,27,5.5,3.8,1.73,5.25,3.7,1.65,5.4,3.7,1.6,5,3.75,1.72,5.97,3.74,1.71,29,26.1,20,126,4.34,37,23.8,30,332.7,8.99,76,73,73,74,79,81,80,80
220,Southampton,Liverpool,03/01/2014 17:30:00,9,39,4,56,0-3,27,27,3.75,3.75,2.05,3.75,3.5,2.05,3.8,3.45,1.9,3.6,3.6,2,3.58,3.74,2.11,31,23.9,16,102.5,3.31,31,23.8,22,272.5,8.79,76,76,73,75,76,79,78,80
221,Swansea,Crystal Palace,03/02/2014 16:30:00,12,28,16,26,1-1,27,26,1.85,3.5,5,1.75,3.3,5,1.8,3.5,4.2,1.8,3.6,4.33,1.85,3.52,5.12,31,25.5,27,118.58,3.83,41,26.2,24,64.25,1.57,79,74,75,76,71,72,71,72
222,Aston Villa,Norwich,03/02/2014 16:30:00,13,28,14,28,4-1,27,27,2.1,3.4,3.9,1.95,3.4,3.75,2,3.3,3.6,2.05,3.4,3.6,2.11,3.38,4.01,34,24,20,116.3,3.42,29,26.2,17,95.75,3.3,72,71,74,74,74,74,74,74
223,Crystal Palace,Southampton,03/08/2014 15:00:00,16,27,9,39,0-1,27,28,3.9,3.3,2.15,3.5,3.25,2.1,3,3.2,2.3,3.25,3.25,2.2,3.92,3.3,2.16,41,26.2,24,64.25,1.57,31,23.9,16,102.5,3.31,71,72,71,72,76,76,73,75
224,Norwich,Stoke,03/08/2014 15:00:00,15,28,13,30,1-1,28,28,2.25,3.3,3.6,2.25,3.1,3.4,2.1,3.3,3.3,2.15,3.25,3.4,2.24,3.26,3.75,29,26.2,17,95.75,3.3,29,26.1,20,126,4.34,74,74,74,74,76,73,73,74
225,Chelsea,Tottenham,03/08/2014 17:30:00,1,63,4,53,4-0,28,28,1.57,4,7,1.57,3.75,6.25,1.55,3.9,5.6,1.61,3.75,5.5,1.56,4.22,7.07,48,23.8,40,582.98,12.15,36,23.4,21,296,8.22,81,82,81,82,77,80,78,80
226,Hull,Man City,03/15/2014 12:45:00,13,30,4,57,0-2,28,27,6.5,4.33,1.57,6.25,4,1.53,6.1,4,1.5,6.5,4.33,1.53,6.62,4.34,1.56,33,26.4,22,69.9,2.12,27,25.7,21,479,17.74,72,71,71,72,84,83,81,82
227,Fulham,Newcastle,03/15/2014 15:00:00,20,21,8,43,1-0,29,28,2.9,3.4,2.6,2.85,3.3,2.45,2.6,3.2,2.6,2.9,3.4,2.4,2.96,3.41,2.57,44,25.4,33,148.35,3.37,33,24.4,26,188.85,5.72,71,74,72,75,78,75,76,76
228,Southampton,Norwich,03/15/2014 15:00:00,9,42,15,29,4-2,29,29,1.62,4,6.5,1.57,3.8,6,1.65,3.6,5.1,1.61,3.75,6,1.59,3.95,7.26,31,23.9,16,102.5,3.31,29,26.2,17,95.75,3.3,76,76,73,75,74,74,74,74
229,Stoke,West Ham,03/15/2014 15:00:00,12,31,10,31,3-1,29,28,2.25,3.3,3.6,2.2,3.2,3.4,2.2,3.2,3.2,2.25,3.25,3.4,2.29,3.16,3.74,29,26.1,20,126,4.34,42,25.3,22,128.25,3.05,76,73,73,74,76,74,72,74
230,Swansea,West Brom,03/15/2014 15:00:00,14,29,17,25,1-2,28,29,1.95,3.6,4.33,1.91,3.4,4,2.1,3.3,3.3,1.9,3.4,4.33,1.93,3.56,4.54,31,25.5,27,118.58,3.83,30,26.6,21,91.95,3.07,79,74,75,76,70,74,72,74
231,Sunderland,Crystal Palace,03/15/2014 15:00:00,17,27,16,27,0-0,27,28,2.15,3.3,3.9,2.05,3.1,4,2.1,3.3,3.3,2.05,3.3,3.8,2.16,3.22,4.03,37,24.9,28,151.25,4.09,41,26.2,24,64.25,1.57,74,73,73,74,71,72,71,72
232,Aston Villa,Chelsea,03/15/2014 17:30:00,12,31,1,66,1-0,28,29,7,4.33,1.53,7.25,4,1.48,6.1,4,1.5,7,4,1.5,7.65,4.32,1.52,34,24,20,116.3,3.42,48,23.8,40,582.98,12.15,72,71,74,74,81,82,81,82
233,Tottenham,Arsenal,03/16/2014 16:00:00,5,53,4,59,0-1,29,28,3.1,3.4,2.45,2.95,3.2,2.4,2.75,3.3,2.4,2.9,3.3,2.5,3.11,3.44,2.45,36,23.4,21,296,8.22,37,23.8,30,332.7,8.99,77,80,78,80,79,81,80,80
234,Chelsea,Arsenal,03/22/2014 12:45:00,1,66,4,62,6-0,30,29,1.85,3.6,4.75,1.87,3.4,4.25,1.9,3.45,3.8,1.9,3.5,4.33,1.88,3.61,4.75,48,23.8,40,582.98,12.15,37,23.8,30,332.7,8.99,81,82,81,82,79,81,80,80
235,Everton,Swansea,03/22/2014 15:00:00,5,54,14,29,3-2,28,29,1.67,3.9,6,1.62,3.5,6.25,1.6,3.7,5.4,1.6,3.8,6,1.65,3.92,6.31,30,25.9,22,217.5,7.25,31,25.5,27,118.58,3.83,78,78,78,78,79,74,75,76
236,Hull,West Brom,03/22/2014 15:00:00,13,30,17,28,2-0,29,29,2.25,3.3,3.6,2.1,3.25,3.5,2.1,3.2,3.4,2.25,3.3,3.5,2.21,3.23,3.89,33,26.4,22,69.9,2.12,30,26.6,21,91.95,3.07,72,71,71,72,70,74,72,74
237,Man City,Fulham,03/22/2014 15:00:00,2,63,20,24,5-0,27,30,1.17,9,17,1.16,8,13,1.15,7,15,1.16,8,15,1.15,9.47,20.63,27,25.7,21,479,17.74,44,25.4,33,148.35,3.37,84,83,81,82,71,74,72,75
238,Newcastle,Crystal Palace,03/22/2014 15:00:00,9,43,18,28,1-0,29,29,1.85,3.6,4.75,1.8,3.5,4.5,1.9,3.45,3.8,1.9,3.5,4.33,1.86,3.49,5.1,33,24.4,26,188.85,5.72,41,26.2,24,64.25,1.57,78,75,76,76,71,72,71,72
239,Norwich,Sunderland,03/22/2014 15:00:00,15,29,18,25,2-0,30,27,2.2,3.3,3.75,2.1,3.25,3.5,2.2,3.2,3.2,2.25,3.3,3.5,2.14,3.34,3.93,29,26.2,17,95.75,3.3,37,24.9,28,151.25,4.09,74,74,74,74,74,73,73,74
240,Tottenham,Southampton,03/23/2014 13:30:00,5,53,8,45,3-2,30,30,2.25,3.4,3.5,2.1,3.25,3.5,1.9,3.5,3.75,2.05,3.4,3.6,2.21,3.41,3.64,36,23.4,21,296,8.22,31,23.9,16,102.5,3.31,77,80,78,80,76,76,73,75
241,Aston Villa,Stoke,03/23/2014 16:00:00,10,34,10,34,1-4,29,30,2.2,3.3,3.75,2.1,3.2,3.6,2.2,3.1,3.3,2.2,3.3,3.5,2.18,3.3,3.88,34,24,20,116.3,3.42,29,26.1,20,126,4.34,72,71,74,74,76,73,73,74
242,Arsenal,Swansea,03/25/2014 19:45:00,4,62,15,29,2-2,30,30,1.57,4.2,6.5,1.5,4.2,6.25,1.4,4.4,7.3,1.53,4.2,6,1.58,4.28,6.42,37,23.8,30,332.7,8.99,31,25.5,27,118.58,3.83,79,81,80,80,79,74,75,76
243,Newcastle,Everton,03/25/2014 19:45:00,8,46,6,54,0-3,30,29,3.5,3.4,2.25,3.4,3.2,2.2,2.9,3.3,2.3,3.3,3.4,2.2,3.51,3.39,2.27,33,24.4,26,188.85,5.72,30,25.9,22,217.5,7.25,78,75,76,76,78,78,78,78
244,West Ham,Hull,03/26/2014 19:45:00,15,31,12,33,2-1,30,30,2.4,3.3,3.3,2.2,3.25,3.3,2.1,3.2,3.4,2.2,3.25,3.4,2.44,3.24,3.32,42,25.3,22,128.25,3.05,33,26.4,22,69.9,2.12,76,74,72,74,72,71,71,72
245,Liverpool,Sunderland,03/26/2014 20:00:00,3,65,18,25,2-1,30,29,1.17,9,19,1.16,7.5,14.5,1.2,5.8,13,1.16,7.5,15,1.17,8.65,21.02,31,23.8,22,272.5,8.79,37,24.9,28,151.25,4.09,76,79,78,80,74,73,73,74
246,Crystal Palace,Chelsea,03/29/2014 15:00:00,17,28,1,69,1-0,30,31,10,4.75,1.4,7.5,4.6,1.4,7.3,4.4,1.4,7.5,4.33,1.44,9.63,4.47,1.44,41,26.2,24,64.25,1.57,48,23.8,40,582.98,12.15,71,72,71,72,81,82,81,82
247,Southampton,Newcastle,03/29/2014 15:00:00,9,45,8,46,4-0,31,31,1.75,3.8,5.25,1.72,3.4,5.25,1.8,3.5,4.2,1.75,3.6,4.75,1.7,3.93,5.59,31,23.9,16,102.5,3.31,33,24.4,26,188.85,5.72,76,76,73,75,78,75,76,76
248,Stoke,Hull,03/29/2014 15:00:00,10,37,13,33,1-0,31,31,2.15,3.3,3.9,2.1,3.2,3.6,2,3.3,3.6,2.15,3.2,3.75,2.23,3.28,3.74,29,26.1,20,126,4.34,33,26.4,22,69.9,2.12,76,73,73,74,72,71,71,72
249,Swansea,Norwich,03/29/2014 15:00:00,15,30,14,32,3-0,31,31,1.73,3.9,5.25,1.72,3.5,5,1.8,3.5,4.2,1.8,3.6,4.5,1.72,3.89,5.48,31,25.5,27,118.58,3.83,29,26.2,17,95.75,3.3,79,74,75,76,74,74,74,74
250,Arsenal,Man City,03/29/2014 17:30:00,4,63,3,66,1-1,31,29,3.6,3.5,2.15,3.5,3.6,2,3.6,3.3,2,3.6,3.6,2.05,3.58,3.64,2.15,37,23.8,30,332.7,8.99,27,25.7,21,479,17.74,79,81,80,80,84,83,81,82
251,Fulham,Everton,03/30/2014 13:30:00,20,24,5,57,1-3,31,30,5,3.75,1.8,4.5,3.7,1.75,3.8,3.45,1.9,4.8,3.75,1.75,5.1,3.73,1.8,44,25.4,33,148.35,3.37,30,25.9,22,217.5,7.25,71,74,72,75,78,78,78,78
252,Liverpool,Tottenham,03/30/2014 16:00:00,2,68,6,56,4-0,31,31,1.48,4.75,7.5,1.42,4.6,7,1.5,4,6.1,1.44,4.5,6.5,1.46,5.05,7.35,31,23.8,22,272.5,8.79,36,23.4,21,296,8.22,76,79,78,80,77,80,78,80
253,Sunderland,West Ham,03/31/2014 20:00:00,18,25,11,34,1-2,30,31,2.3,3.3,3.5,2.2,3.25,3.3,2.1,3.3,3.3,2.3,3.3,3.2,2.25,3.37,3.59,37,24.9,28,151.25,4.09,42,25.3,22,128.25,3.05,74,73,73,74,76,74,72,74
254,Man City,Southampton,04/05/2014 12:45:00,3,66,8,48,4-1,30,32,1.33,5.75,10,1.3,5.5,8.75,1.27,5.2,10,1.33,5,8.5,1.35,5.8,9.33,27,25.7,21,479,17.74,31,23.9,16,102.5,3.31,84,83,81,82,76,76,73,75
255,Aston Villa,Fulham,04/05/2014 15:00:00,12,34,20,24,1-2,31,32,2.05,3.5,4,1.95,3.4,3.9,1.9,3.45,3.8,2,3.4,3.75,2,3.59,4.16,34,24,20,116.3,3.42,44,25.4,33,148.35,3.37,72,71,74,74,71,74,72,75
256,Hull,Swansea,04/05/2014 15:00:00,14,33,13,33,1-0,32,32,2.75,3.3,2.8,2.5,3.1,2.9,2.4,3.15,2.9,2.37,3.3,2.9,2.75,3.22,2.89,33,26.4,22,69.9,2.12,31,25.5,27,118.58,3.83,72,71,71,72,79,74,75,76
257,Norwich,West Brom,04/05/2014 15:00:00,15,32,17,29,0-1,32,32,2.4,3.3,3.25,2.35,3.25,3,2.2,3.2,3.2,2.3,3.2,3.2,2.47,3.31,3.19,29,26.2,17,95.75,3.3,30,26.6,21,91.95,3.07,74,74,74,74,70,74,72,74
258,Chelsea,Stoke,04/05/2014 17:30:00,2,69,10,40,3-0,32,32,1.29,6,13,1.23,5.75,13,1.25,5.5,10.3,1.28,5,12,1.27,5.92,15.1,48,23.8,40,582.98,12.15,29,26.1,20,126,4.34,81,82,81,82,76,73,73,74
259,Everton,Arsenal,04/06/2014 13:30:00,5,60,4,64,3-0,31,32,2.5,3.4,3,2.4,3.25,2.95,2.4,3.3,2.75,2.5,3.4,2.8,2.45,3.53,3.05,30,25.9,22,217.5,7.25,37,23.8,30,332.7,8.99,78,78,78,78,79,81,80,80
260,West Ham,Liverpool,04/06/2014 16:00:00,11,37,1,71,1-2,32,32,9,5,1.4,7.75,5,1.36,7.3,4.4,1.4,6.5,4.5,1.44,9.37,5.3,1.38,42,25.3,22,128.25,3.05,31,23.8,22,272.5,8.79,76,74,72,74,76,79,78,80
261,Tottenham,Sunderland,04/07/2014 20:00:00,6,56,19,25,5-1,32,30,1.57,4.2,6.5,1.55,3.9,6,1.5,4,6.1,1.57,3.75,6.5,1.6,4.24,6.25,36,23.4,21,296,8.22,37,24.9,28,151.25,4.09,77,80,78,80,74,73,73,74
262,Crystal Palace,Aston Villa,04/12/2014 15:07:00,13,34,14,34,1-0,32,32,2.15,3.3,3.9,2.1,3.25,3.5,2.2,3.1,3.3,2.15,3.2,3.75,2.14,3.28,4.02,41,26.2,24,64.25,1.57,34,24,20,116.3,3.42,71,72,71,72,72,71,74,74
263,Fulham,Norwich,04/12/2014 15:07:00,18,27,17,32,1-0,33,33,2.15,3.5,3.6,2.15,3.2,3.4,2.05,3.3,3.5,2.15,3.4,3.5,2.21,3.43,3.62,44,25.4,33,148.35,3.37,29,26.2,17,95.75,3.3,71,74,72,75,74,74,74,74
264,Stoke,Newcastle,04/12/2014 15:07:00,10,40,9,46,1-0,33,33,2.1,3.4,3.9,2.1,3.3,3.4,2.1,3.3,3.3,2.15,3.3,3.6,2.12,3.43,3.9,29,26.1,20,126,4.34,33,24.4,26,188.85,5.72,76,73,73,74,78,75,76,76
265,Sunderland,Everton,04/12/2014 15:07:00,20,25,5,63,0-1,31,32,4.75,3.7,1.83,4.6,3.5,1.75,4.2,3.5,1.8,4.5,3.6,1.8,4.72,3.79,1.84,37,24.9,28,151.25,4.09,30,25.9,22,217.5,7.25,74,73,73,74,78,78,78,78
266,West Brom,Tottenham,04/12/2014 15:07:00,16,32,6,59,3-3,33,33,3.1,3.6,2.38,3,3.3,2.3,2.9,3.3,2.3,3,3.4,2.37,3.15,3.57,2.36,30,26.6,21,91.95,3.07,36,23.4,21,296,8.22,70,74,72,74,77,80,78,80
267,Liverpool,Man City,04/13/2014 13:37:00,1,74,3,70,3-2,33,31,2.45,3.7,2.9,2.35,3.3,2.9,2.3,3.2,3,2.4,3.6,2.8,2.45,3.72,2.92,31,23.8,22,272.5,8.79,27,25.7,21,479,17.74,76,79,78,80,84,83,81,82
268,Swansea,Chelsea,04/13/2014 16:07:00,15,33,2,72,0-1,33,33,5,3.6,1.83,4.6,3.5,1.75,5.2,3.8,1.6,5,3.75,1.72,4.72,3.69,1.85,31,25.5,27,118.58,3.83,48,23.8,40,582.98,12.15,79,74,75,76,81,82,81,82
269,Arsenal,West Ham,04/15/2014 19:45:00,4,64,11,37,3-1,33,33,1.4,5,9,1.4,4.5,7.25,1.4,4.4,7.3,1.4,4.8,8,1.42,4.98,8.76,37,23.8,30,332.7,8.99,42,25.3,22,128.25,3.05,79,81,80,80,76,74,72,74
270,Man City,Sunderland,04/16/2014 19:45:00,3,70,20,25,2-2,32,32,1.17,9,17,1.14,7.5,17,1.15,7,15,1.15,8,17,1.17,9.12,18.79,27,25.7,21,479,17.74,37,24.9,28,151.25,4.09,84,83,81,82,74,73,73,74
271,Everton,Crystal Palace,04/16/2014 19:45:00,5,66,11,37,2-3,33,33,1.4,4.75,10,1.4,4.5,7.5,1.35,4.8,7.6,1.4,4.5,9.5,1.44,4.69,8.97,30,25.9,22,217.5,7.25,41,26.2,24,64.25,1.57,78,78,78,78,71,72,71,72
272,Tottenham,Fulham,04/19/2014 12:45:00,6,60,18,30,3-1,34,34,1.5,4.2,6.5,1.45,4.33,6.75,1.55,4.1,5.2,1.45,4.5,7,1.53,4.56,6.77,36,23.4,21,296,8.22,44,25.4,33,148.35,3.37,77,80,78,80,71,74,72,75
273,Aston Villa,Southampton,04/19/2014 15:00:00,14,34,8,48,0-0,33,34,3.4,3.4,2.1,3.4,3.3,2.1,2.9,3.3,2.3,3.25,3.4,2.2,3.51,3.46,2.24,34,24,20,116.3,3.42,31,23.9,16,102.5,3.31,72,71,74,74,76,76,73,75
274,Newcastle,Swansea,04/19/2014 15:00:00,9,46,15,33,1-2,34,34,2.63,3.3,2.6,2.6,3.25,2.65,2.5,3.3,2.65,2.45,3.3,2.8,2.78,3.42,2.72,33,24.4,26,188.85,5.72,31,25.5,27,118.58,3.83,78,75,76,76,79,74,75,76
275,West Ham,Crystal Palace,04/19/2014 15:00:00,12,37,11,40,0-1,34,34,2.2,3.2,3.4,2.15,3.2,3.4,2.2,3,3.4,2.1,3.3,3.5,2.24,3.37,3.61,42,25.3,22,128.25,3.05,41,26.2,24,64.25,1.57,76,74,72,74,71,72,71,72
276,Chelsea,Sunderland,04/19/2014 17:30:00,2,75,20,26,1-2,34,33,1.18,7,13,1.2,6.5,12.5,1.17,7,12,1.2,6.5,13,1.19,7.73,18.89,48,23.8,40,582.98,12.15,37,24.9,28,151.25,4.09,81,82,81,82,74,73,73,74
277,Norwich,Liverpool,04/20/2014 12:00:00,17,32,1,77,2-3,34,34,8.5,5,1.33,7.5,5,1.36,8,5,1.33,7,5,1.4,9.19,5.51,1.37,29,26.2,17,95.75,3.3,31,23.8,22,272.5,8.79,74,74,74,74,76,79,78,80
278,Hull,Arsenal,04/20/201414:05:00,13,36,4,67,0-3,33,34,4.5,3.6,1.8,4.75,3.25,1.8,4.7,3.6,1.7,4.75,3.6,1.75,4.86,3.74,1.83,33,26.4,22,69.9,2.12,37,23.8,30,332.7,8.99,72,71,71,72,79,81,80,80
279,Man City,West Brom,04/21/2014 20:00:00,3,71,16,33,3-1,33,33,1.2,7,11,1.2,6.5,12,1.17,7,12,1.2,7,13,1.2,8.1,16.5,27,25.7,21,479,17.74,30,26.6,21,91.95,3.07,84,83,81,82,70,74,72,74
