,Home,Away,Datetime,HomePos,HomePts,AwayPos,AwayPts,Result,HomeMatches,AwayMatches,OddsH1,OddsD1,OddsA1,OddsH2,OddsD2,OddsA2,OddsH3,OddsD3,OddsA3,OddsH4,OddsD4,OddsA4,OddsH5,OddsD5,OddsA5,HNplayers,HAverageAge,HNforeign,HPlayerValues,HMarketValue,ANplayers,AAverageAge,ANforeign,APlayerValues,AMarketValue,HATT,HMID,HDEF,HOVR,AATT,AMID,ADEF,AOVR
0,Leicester,Everton,08/16/2014 15:00:00,,,,,2-2,0,0,3.2,3.4,2.4,2.9,3.2,2.4,3.25,3.4,2.25,3.14,3.38,2.46,3.1,3.1,2.4,37,25.9,18,55.85,1.51,40,24.3,19,177.5,4.44,71,72,68,72,78,78,78,78
1,QPR,Hull,08/16/2014 15:00:00,,,,,0-1,0,0,2.5,3.3,3.1,2.5,3.1,2.85,2.4,3.25,3.1,2.48,3.26,3.22,2.6,3,2.9,41,25.1,24,115.05,2.81,35,26.1,24,122.25,3.49,74,74,71,75,75,73,70,73
2,Stoke,Aston Villa,08/16/2014 15:00:00,,,,,0-1,0,0,1.95,3.5,4.5,1.95,3.3,3.9,1.95,3.4,4.2,1.95,3.47,4.55,1.95,3.2,4.2,30,26.4,23,128.85,4.3,38,24.3,20,127,3.34,76,75,74,76,72,74,74,75
3,West Brom,Sunderland,08/16/2014 15:00:00,,,,,2-2,0,0,2.25,3.4,3.5,2.3,3.25,3.1,2.3,3.3,3.3,2.21,3.34,3.73,2.3,3.1,3.3,34,25.5,22,100.6,2.96,34,24.8,20,115.25,3.39,74,74,71,74,76,73,72,74
4,West Ham,Tottenham,08/16/2014 15:00:00,,,,,0-1,0,0,3.8,3.6,2.05,3.5,3.4,2.05,3.6,3.4,2.1,3.96,3.55,2.06,3.75,3.3,2.05,36,24.8,21,123,3.42,42,23.7,25,298.25,7.1,75,74,72,75,78,77,77,78
5,Arsenal,Crystal Palace,08/16/2014 17:30:00,,,,,2-1,0,0,1.25,6.5,15,1.25,5.5,12,1.25,6,13,1.26,6.45,14.01,1.25,5.5,12,42,23,29,404.35,9.63,42,26,25,89.3,2.13,80,80,77,80,73,73,73,73
6,Liverpool,Southampton,08/17/2014 13:30:00,,,,,2-1,0,0,1.33,5.75,10,1.36,4.5,8.75,1.36,5,9,1.35,5.48,10.3,1.36,4.5,9,35,23.4,21,285,8.14,37,23.5,20,150.4,4.06,79,78,75,79,77,75,76,76
7,Newcastle,Man City,08/17/2014 16:00:00,,,,,0-2,0,0,5.25,4.33,1.67,4.75,3.8,1.67,5,4.2,1.66,5.8,4.28,1.63,5,3.75,1.67,42,22.9,26,139.85,3.33,36,25.4,29,478,13.28,74,75,74,75,83,82,81,82
8,Burnley,Chelsea,08/18/2014 20:00:00,,,,,1-3,0,0,9,5,1.4,7.5,4.6,1.4,9,4.8,1.4,9.77,4.81,1.41,9,4.2,1.4,30,25.5,13,36.75,1.23,38,23.9,28,526.1,13.84,71,70,71,70,82,82,81,83
9,Aston Villa,Newcastle,08/23/2014 12:45:00,6,3,20,0,0-0,1,1,2.5,3.4,3,2.6,3.25,2.9,2.5,3.3,2.87,2.56,3.36,3.01,2.45,3.25,2.9,38,24.3,20,127,3.34,42,22.9,26,139.85,3.33,72,74,74,75,74,75,74,75
10,Chelsea,Leicester,08/23/2014 15:00:00,1,3,10,1,2-0,1,1,1.2,7.5,17,1.25,6.25,12.5,1.22,6,13,1.21,7.28,17.7,1.22,5.5,15,38,23.9,28,526.1,13.84,37,25.9,18,55.85,1.51,82,82,81,83,71,72,68,72
11,Crystal Palace,West Ham,08/23/2014 15:00:00,13,0,18,0,1-3,1,1,2.5,3.3,3.1,2.5,3,2.95,2.5,3.1,3,2.44,3.25,3.3,2.5,3.2,2.8,42,26,25,89.3,2.13,36,24.8,21,123,3.42,73,73,73,73,75,74,72,75
12,Southampton,West Brom,08/23/2014 15:00:00,15,0,12,1,0-0,1,1,1.85,3.7,4.75,1.87,3.75,4.2,1.85,3.5,4.33,1.86,3.76,4.62,1.91,3.2,4.5,37,23.5,20,150.4,4.06,34,25.5,22,100.6,2.96,77,75,76,76,74,74,71,74
13,Swansea,Burnley,08/23/2014 15:00:00,5,3,19,0,1-0,1,1,1.65,4,6,1.7,3.6,5.75,1.66,3.75,5,1.64,4.13,5.98,1.67,3.4,6,36,24.3,30,107.7,2.99,30,25.5,13,36.75,1.23,77,74,74,75,71,70,71,70
14,Everton,Arsenal,08/23/2014 17:30:00,9,1,3,3,2-2,1,1,2.8,3.4,2.7,2.75,3.25,2.7,2.75,3.25,2.7,2.72,3.45,2.76,2.7,3.1,2.7,40,24.3,19,177.5,4.44,42,23,29,404.35,9.63,78,78,78,78,80,80,77,80
15,Hull,Stoke,08/24/2014 13:30:00,7,3,17,0,1-1,1,1,2.5,3.25,3.2,2.55,3.2,2.95,2.4,3.2,3.2,2.48,3.18,3.31,2.5,3.2,2.8,35,26.1,24,122.25,3.49,30,26.4,23,128.85,4.3,75,73,70,73,76,75,74,76
16,Tottenham,QPR,08/24/2014 13:30:00,8,3,16,0,4-0,1,1,1.45,4.75,8,1.48,4.25,7.75,1.44,4.33,7.5,1.49,4.64,7.5,1.5,4,7,42,23.7,25,298.25,7.1,41,25.1,24,115.05,2.81,78,77,77,78,74,74,71,75
17,Man City,Liverpool,08/25/2014 20:00:00,2,3,4,3,3-1,1,1,1.85,4,4.33,1.87,3.9,4,1.85,3.75,4.2,1.83,4.05,4.43,1.85,3.4,4.33,36,25.4,29,478,13.28,35,23.4,21,285,8.14,83,82,81,82,79,78,75,79
18,Man City,Stoke,08/30/2014 15:00:00,3,6,15,1,0-1,2,2,1.18,8,18,1.18,6.5,14.5,1.18,7.5,17,1.2,7.8,17.95,1.2,5.5,21,36,25.4,29,478,13.28,30,26.4,23,128.85,4.3,83,82,81,82,76,75,74,76
19,Newcastle,Crystal Palace,08/30/2014 15:00:00,17,1,18,0,3-3,2,2,1.75,3.75,5.25,1.75,3.5,4.75,1.75,3.6,5,1.74,3.78,5.58,1.75,3.2,5.5,42,22.9,26,139.85,3.33,42,26,25,89.3,2.13,74,75,74,75,73,73,73,73
20,QPR,Sunderland,08/30/2014 15:00:00,20,0,11,2,1-0,2,2,2.4,3.25,3.3,2.45,3.2,2.85,2.5,3.25,3,2.43,3.23,3.35,2.5,2.9,3.1,41,25.1,24,115.05,2.81,34,24.8,20,115.25,3.39,74,74,71,75,76,73,72,74
21,Swansea,West Brom,08/30/2014 15:00:00,4,6,12,2,3-0,2,2,1.85,3.6,4.75,1.85,3.4,4.2,1.85,3.6,4.5,1.88,3.66,4.67,1.91,3.1,4.5,36,24.3,30,107.7,2.99,34,25.5,22,100.6,2.96,77,74,74,75,74,74,71,74
22,West Ham,Southampton,08/30/2014 15:00:00,8,3,14,1,1-3,2,2,2.8,3.4,2.7,2.6,3.2,2.7,2.75,3.25,2.75,2.8,3.43,2.69,2.9,2.8,2.75,36,24.8,21,123,3.42,37,23.5,20,150.4,4.06,75,74,72,75,77,75,76,76
23,Everton,Chelsea,08/30/2014 17:30:00,10,2,2,6,3-6,2,2,3.75,3.3,2.2,3.5,3.3,2.2,3.5,3.4,2.2,3.79,3.33,2.19,3.6,2.88,2.25,40,24.3,19,177.5,4.44,38,23.9,28,526.1,13.84,78,78,78,78,82,82,81,83
24,Aston Villa,Hull,08/31/2014 13:30:00,7,4,6,4,2-1,2,2,2.3,3.3,3.5,2.35,3.1,3.1,2.25,3.2,3.6,2.33,3.16,3.63,2.38,2.88,3.4,38,24.3,20,127,3.34,35,26.1,24,122.25,3.49,72,74,74,75,75,73,70,73
25,Tottenham,Liverpool,08/31/2014 13:30:00,1,6,9,3,0-3,2,2,2.7,3.5,2.7,2.7,3.2,2.7,2.7,3.4,2.7,2.69,3.48,2.77,2.7,3,2.8,42,23.7,25,298.25,7.1,35,23.4,21,285,8.14,78,77,77,78,79,78,75,79
26,Leicester,Arsenal,08/31/2014 16:00:00,16,1,5,4,1-1,2,2,4.75,3.75,1.83,4.33,3.4,1.83,4.5,3.75,1.83,4.54,3.8,1.87,4.8,3,1.91,37,25.9,18,55.85,1.51,42,23,29,404.35,9.63,71,72,68,72,80,80,77,80
27,Arsenal,Man City,09/13/2014 12:45:00,7,5,4,6,2-2,3,3,3,3.4,2.5,2.85,3.5,2.5,2.87,3.5,2.5,3.03,3.48,2.48,3,3,2.5,42,23,29,404.35,9.63,36,25.4,29,478,13.28,80,80,77,80,83,82,81,82
28,Chelsea,Swansea,09/13/2014 15:00:00,1,9,2,9,4-2,3,3,1.3,5.75,12,1.3,5,9.5,1.28,5.5,12,1.32,5.62,12.04,1.3,5,11,38,23.9,28,526.1,13.84,36,24.3,30,107.7,2.99,82,82,81,83,77,74,74,75
29,Crystal Palace,Burnley,09/13/2014 15:00:00,19,1,20,1,0-0,3,3,2.25,3.3,3.6,2.25,3.2,3.2,2.1,3.3,3.8,2.23,3.35,3.66,2.25,3.1,3.4,42,26,25,89.3,2.13,30,25.5,13,36.75,1.23,73,73,73,73,71,70,71,70
30,Southampton,Newcastle,09/13/2014 15:00:00,8,4,16,2,4-0,3,3,1.8,3.75,5,1.83,3.3,4.5,1.83,3.6,4.5,1.79,3.78,5.06,1.83,3.2,5,37,23.5,20,150.4,4.06,42,22.9,26,139.85,3.33,77,75,76,76,74,75,74,75
31,Stoke,Leicester,09/13/2014 15:00:00,10,4,15,2,0-1,3,3,2.1,3.4,4,2.15,3.4,3.25,2.05,3.3,4,2.1,3.35,4.07,2.15,3.1,3.6,30,26.4,23,128.85,4.3,37,25.9,18,55.85,1.51,76,75,74,76,71,72,68,72
32,Sunderland,Tottenham,09/13/2014 15:00:00,13,2,6,6,2-2,3,3,3.6,3.5,2.15,3.4,3.2,2.15,3.6,3.5,2.1,3.71,3.5,2.15,3.4,3.3,2.15,34,24.8,20,115.25,3.39,42,23.7,25,298.25,7.1,76,73,72,74,78,77,77,78
33,West Brom,Everton,09/13/2014 15:00:00,18,2,17,2,0-2,3,3,3.5,3.5,2.2,3.3,3.2,2.2,3.6,3.4,2.1,3.57,3.48,2.21,3.4,3.2,2.2,34,25.5,22,100.6,2.96,40,24.3,19,177.5,4.44,74,74,71,74,78,78,78,78
34,Liverpool,Aston Villa,09/13/2014 17:30:00,5,6,3,7,0-1,3,3,1.3,6,11,1.3,5.5,11,1.3,5.5,11,1.3,5.92,11.85,1.3,5,11,35,23.4,21,285,8.14,38,24.3,20,127,3.34,79,78,75,79,72,74,74,75
35,Hull,West Ham,09/15/2014 20:00:00,9,4,11,3,2-2,3,3,2.15,3.4,3.75,2.25,3.3,3.4,2.15,3.3,3.6,2.15,3.33,3.91,2.2,3.1,3.5,35,26.1,24,122.25,3.49,36,24.8,21,123,3.42,75,73,70,73,75,74,72,75
36,QPR,Stoke,09/20/2014 12:45:00,16,3,14,4,2-2,4,4,2.8,3.25,2.8,2.8,3.1,2.8,2.7,3.2,2.8,2.77,3.15,2.91,2.7,3,2.8,41,25.1,24,115.05,2.81,30,26.4,23,128.85,4.3,74,74,71,75,76,75,74,76
37,Aston Villa,Arsenal,09/20/2014 15:00:00,2,10,7,6,0-3,4,4,4.75,3.6,1.85,4.2,3.4,1.85,4.5,3.75,1.8,4.71,3.63,1.88,4.5,3.4,1.83,38,24.3,20,127,3.34,42,23,29,404.35,9.63,72,74,74,75,80,80,77,80
38,Burnley,Sunderland,09/20/2014 15:00:00,18,2,15,3,0-0,4,4,2.5,3.3,3.1,2.6,3.25,2.9,2.55,3.2,2.9,2.49,3.36,3.12,2.5,3.2,2.8,30,25.5,13,36.75,1.23,34,24.8,20,115.25,3.39,71,70,71,70,76,73,72,74
39,Newcastle,Hull,09/20/2014 15:00:00,20,2,10,5,2-2,4,4,2.2,3.3,3.75,2.25,3.25,3.5,2.15,3.4,3.6,2.14,3.4,3.86,2.2,3.2,3.4,42,22.9,26,139.85,3.33,35,26.1,24,122.25,3.49,74,75,74,75,75,73,70,73
40,Swansea,Southampton,09/20/2014 15:00:00,3,9,4,7,0-1,4,4,2.5,3.3,3.1,2.6,3.25,2.9,2.37,3.4,3,2.46,3.34,3.18,2.5,3.25,2.8,36,24.3,30,107.7,2.99,37,23.5,20,150.4,4.06,77,74,74,75,77,75,76,76
41,West Ham,Liverpool,09/20/2014 17:30:00,13,4,8,6,3-1,4,4,4.5,3.8,1.85,4.25,3.8,1.85,4.33,3.8,1.8,4.56,3.89,1.84,4.5,3.3,1.85,36,24.8,21,123,3.42,35,23.4,21,285,8.14,75,74,72,75,79,78,75,79
42,Tottenham,West Brom,09/21/2014 13:30:00,6,7,19,2,0-1,4,4,1.53,4.33,7,1.53,4,6,1.53,4.33,6,1.53,4.39,7.25,1.53,3.75,7,42,23.7,25,298.25,7.1,34,25.5,22,100.6,2.96,78,77,77,78,74,74,71,74
43,Everton,Crystal Palace,09/21/2014 16:00:00,11,5,17,2,2-3,4,4,1.4,5,9,1.42,4.1,8.25,1.44,4.5,7,1.39,5.09,9.52,1.4,4.5,8,40,24.3,19,177.5,4.44,42,26,25,89.3,2.13,78,78,78,78,73,73,73,73
44,Man City,Chelsea,09/21/2014 16:00:00,5,7,1,12,1-1,4,4,2.38,3.5,3.1,2.4,3.4,3,2.37,3.4,3,2.39,3.56,3.12,2.4,3.1,3.1,36,25.4,29,478,13.28,38,23.9,28,526.1,13.84,83,82,81,82,82,82,81,83
45,Liverpool,Everton,09/27/2014 12:45:00,11,6,14,5,1-1,5,5,1.91,3.75,4.33,1.95,3.6,4,1.85,3.8,4.2,1.96,3.81,4.04,1.91,3.4,4,35,23.4,21,285,8.14,40,24.3,19,177.5,4.44,79,78,75,79,78,78,78,78
46,Chelsea,Aston Villa,09/27/2014 15:00:00,1,13,3,10,3-0,5,5,1.22,7,16,1.25,5.5,11,1.22,6.5,16,1.22,7.05,16.5,1.25,5.5,12,38,23.9,28,526.1,13.84,38,24.3,20,127,3.34,82,82,81,83,72,74,74,75
47,Crystal Palace,Leicester,09/27/2014 15:00:00,15,5,7,8,2-0,5,5,2.63,3.4,2.88,2.65,3.1,2.7,2.5,3.4,2.87,2.64,3.37,2.9,2.7,3.1,2.7,42,26,25,89.3,2.13,37,25.9,18,55.85,1.51,73,73,73,73,71,72,68,72
48,Hull,Man City,09/27/2014 15:00:00,10,6,6,8,2-4,5,5,6.5,4.2,1.57,5.75,3.8,1.57,6,4.2,1.57,6.79,4.32,1.56,6.5,3.6,1.57,35,26.1,24,122.25,3.49,36,25.4,29,478,13.28,75,73,70,73,83,82,81,82
49,Southampton,QPR,09/27/2014 15:00:00,2,10,18,4,2-1,5,5,1.44,4.6,8.5,1.45,4.2,7,1.47,4.33,7,1.47,4.63,8.14,1.44,4,8,37,23.5,20,150.4,4.06,41,25.1,24,115.05,2.81,77,75,76,76,74,74,71,75
50,Sunderland,Swansea,09/27/2014 15:00:00,17,4,5,9,0-0,5,5,2.9,3.3,2.63,2.8,3.2,2.7,2.6,3.25,2.75,2.96,3.23,2.69,2.7,3.1,2.7,34,24.8,20,115.25,3.39,36,24.3,30,107.7,2.99,76,73,72,74,77,74,74,75
51,Arsenal,Tottenham,09/27/2014 17:30:00,4,9,9,7,1-1,5,5,1.75,3.9,5,1.8,3.6,4.75,1.8,3.8,4.5,1.8,3.86,4.87,1.8,3.5,4.5,42,23,29,404.35,9.63,42,23.7,25,298.25,7.1,80,80,77,80,78,77,77,78
52,West Brom,Burnley,09/28/2014 16:00:00,16,5,19,3,4-0,5,5,2,3.5,4.2,2,3.4,4,2,3.4,4,2.01,3.46,4.29,2,3.2,4,34,25.5,22,100.6,2.96,30,25.5,13,36.75,1.23,74,74,71,74,71,70,71,70
53,Stoke,Newcastle,09/29/2014 20:00:00,13,5,20,3,1-0,5,5,2.15,3.4,3.8,2.15,3.3,3.7,2.15,3.3,3.6,2.13,3.42,3.86,2.15,3.2,3.5,30,26.4,23,128.85,4.3,42,22.9,26,139.85,3.33,76,75,74,76,74,75,74,75
54,Hull,Crystal Palace,10/04/2014 15:00:00,16,6,9,8,2-0,6,6,2.1,3.5,3.8,2.1,3.2,3.6,2.05,3.4,4,2.12,3.44,3.89,2.1,3.1,3.8,35,26.1,24,122.25,3.49,42,26,25,89.3,2.13,75,73,70,73,73,73,73,73
55,Leicester,Burnley,10/04/2014 15:00:00,12,8,20,3,2-2,6,6,1.8,3.75,5,1.8,3.4,4.5,1.8,3.6,5,1.79,3.72,5.16,1.8,3.25,5,37,25.9,18,55.85,1.51,30,25.5,13,36.75,1.23,71,72,68,72,71,70,71,70
56,Liverpool,West Brom,10/04/2014 15:00:00,14,7,10,8,2-1,6,6,1.44,5,7.5,1.44,4.33,7,1.45,4.75,7,1.46,4.78,7.95,1.44,4.33,7,35,23.4,21,285,8.14,34,25.5,22,100.6,2.96,79,78,75,79,74,74,71,74
57,Sunderland,Stoke,10/04/2014 15:00:00,17,5,11,8,3-1,6,6,2.55,3.25,3.1,2.6,3,2.85,2.45,3.2,3.1,2.55,3.23,3.14,2.6,3,2.9,34,24.8,20,115.25,3.39,30,26.4,23,128.85,4.3,76,73,72,74,76,75,74,76
58,Swansea,Newcastle,10/04/2014 15:00:00,5,10,19,3,2-2,6,6,1.91,3.7,4.33,1.91,3.4,4,1.9,3.5,4.33,1.92,3.65,4.44,1.91,3.3,4.2,36,24.3,30,107.7,2.99,42,22.9,26,139.85,3.33,77,74,74,75,74,75,74,75
59,Aston Villa,Man City,10/04/2014 17:30:00,6,10,3,11,0-2,6,6,7.5,4.5,1.5,6.75,4.2,1.53,6.5,4.33,1.5,8.05,4.57,1.48,7,3.75,1.53,38,24.3,20,127,3.34,36,25.4,29,478,13.28,72,74,74,75,83,82,81,82
60,Chelsea,Arsenal,10/05/2014 14:05:00,1,16,4,10,2-0,6,6,1.67,4.2,5.25,1.72,3.75,5.25,1.66,4,5,1.67,4.1,5.64,1.67,3.6,5.5,38,23.9,28,526.1,13.84,42,23,29,404.35,9.63,82,82,81,83,80,80,77,80
61,Tottenham,Southampton,10/05/2014 14:05:00,8,8,2,13,1-0,6,6,2.2,3.5,3.5,2.2,3.5,3.3,2.1,3.4,3.6,2.16,3.45,3.73,2.25,3.1,3.4,42,23.7,25,298.25,7.1,37,23.5,20,150.4,4.06,78,77,77,78,77,75,76,76
62,West Ham,QPR,10/05/2014 16:15:00,13,7,18,4,2-0,6,6,1.91,3.6,4.5,1.95,3.4,4.25,1.9,3.5,4.33,1.91,3.61,4.56,1.95,3.3,4,36,24.8,21,123,3.42,41,25.1,24,115.05,2.81,75,74,72,75,74,74,71,75
63,Man City,Tottenham,10/18/2014 12:45:00,2,14,6,11,4-1,7,7,1.45,4.75,8,1.5,4.33,7,1.5,4.5,6.5,1.47,4.79,7.77,1.5,4,7,36,25.4,29,478,13.28,42,23.7,25,298.25,7.1,83,82,81,82,78,77,77,78
64,Newcastle,Leicester,10/18/2014 15:00:00,18,4,12,9,1-0,7,7,2.25,3.6,3.3,2.2,3.3,3.25,2.15,3.4,3.5,2.25,3.59,3.31,2.2,3.1,3.5,42,22.9,26,139.85,3.33,37,25.9,18,55.85,1.51,74,75,74,75,71,72,68,72
65,Southampton,Sunderland,10/18/2014 15:00:00,3,13,13,8,8-0,7,7,1.57,4,7,1.62,3.75,5.25,1.61,3.8,6,1.59,4.12,6.79,1.62,3.4,6.5,37,23.5,20,150.4,4.06,34,24.8,20,115.25,3.39,77,75,76,76,76,73,72,74
66,Burnley,West Ham,10/18/2014 15:00:00,19,4,7,10,1-3,7,7,2.8,3.4,2.7,2.8,3.2,2.7,2.75,3.3,2.75,2.83,3.37,2.7,2.8,3,2.7,30,25.5,13,36.75,1.23,36,24.8,21,123,3.42,71,70,71,70,75,74,72,75
67,Crystal Palace,Chelsea,10/18/2014 15:00:00,15,8,1,19,1-2,7,7,8.5,4.75,1.44,7,4.25,1.44,8.5,4.75,1.4,8.5,4.68,1.45,8,4,1.44,42,26,25,89.3,2.13,38,23.9,28,526.1,13.84,73,73,73,73,82,82,81,83
68,Everton,Aston Villa,10/18/2014 15:00:00,17,6,10,10,3-0,7,7,1.6,4,6.5,1.62,3.7,5.5,1.61,4,5.5,1.56,4.29,6.76,1.62,3.6,6,40,24.3,19,177.5,4.44,38,24.3,20,127,3.34,78,78,78,78,72,74,74,75
69,Arsenal,Hull,10/18/2014 15:00:00,8,10,11,9,2-2,7,7,1.4,5,9,1.44,4.33,7,1.44,4.5,8,1.44,4.87,8.39,1.44,4,8,42,23,29,404.35,9.63,35,26.1,24,122.25,3.49,80,80,77,80,75,73,70,73
70,QPR,Liverpool,10/19/2014 13:30:00,20,4,9,10,2-3,7,7,6,4.2,1.6,5.75,4,1.62,5.5,4,1.61,6.52,4.3,1.58,6,3.6,1.62,41,25.1,24,115.05,2.81,35,23.4,21,285,8.14,74,74,71,75,79,78,75,79
71,Stoke,Swansea,10/19/2014 16:00:00,16,8,5,11,2-1,7,7,2.5,3.3,3.1,2.5,3.25,3,2.37,3.3,3.1,2.55,3.31,3.07,2.5,3,3,30,26.4,23,128.85,4.3,36,24.3,30,107.7,2.99,76,75,74,76,77,74,74,75
72,West Ham,Man City,10/25/2014 12:45:00,4,13,2,17,2-1,8,8,6.5,4.5,1.55,6,4.2,1.57,5.5,4.33,1.55,6.66,4.71,1.52,5.5,4,1.55,36,24.8,21,123,3.42,36,25.4,29,478,13.28,75,74,72,75,83,82,81,82
73,West Brom,Crystal Palace,10/25/2014 15:00:00,14,9,16,8,2-2,8,8,1.91,3.6,4.5,1.91,3.4,4,1.9,3.4,4,1.89,3.62,4.65,1.85,3.3,4.2,34,25.5,22,100.6,2.96,42,26,25,89.3,2.13,74,74,71,74,73,73,73,73
74,Liverpool,Hull,10/25/2014 15:00:00,5,13,11,10,0-0,8,8,1.44,4.75,8,1.45,4.25,7,1.44,4.5,7.5,1.44,4.84,8.29,1.4,4.5,7,35,23.4,21,285,8.14,35,26.1,24,122.25,3.49,79,78,75,79,75,73,70,73
75,Southampton,Stoke,10/25/2014 15:00:00,3,16,10,11,1-0,8,8,1.65,4,6,1.65,3.75,6,1.6,3.8,6,1.65,4.1,5.94,1.6,3.6,5.5,37,23.5,20,150.4,4.06,30,26.4,23,128.85,4.3,77,75,76,76,76,75,74,76
76,Sunderland,Arsenal,10/25/2014 15:00:00,17,8,7,11,0-2,8,8,5.5,3.8,1.73,5.25,3.7,1.72,5,3.75,1.7,5.21,3.95,1.74,4.8,3.75,1.65,34,24.8,20,115.25,3.39,42,23,29,404.35,9.63,76,73,72,74,80,80,77,80
77,Swansea,Leicester,10/25/2014 17:30:00,8,11,15,9,2-0,8,8,1.95,3.7,4.2,1.95,3.6,4,1.95,3.5,4,1.92,3.72,4.37,1.95,3.5,3.6,36,24.3,30,107.7,2.99,37,25.9,18,55.85,1.51,77,74,74,75,71,72,68,72
78,Burnley,Everton,10/26/2014 13:30:00,19,4,13,9,1-3,8,8,4.75,3.75,1.83,4.6,3.6,1.85,4.33,3.6,1.83,4.49,3.81,1.87,4.33,3.6,1.75,30,25.5,13,36.75,1.23,40,24.3,19,177.5,4.44,71,70,71,70,78,78,78,78
79,Tottenham,Newcastle,10/26/2014 13:30:00,9,11,18,7,1-2,8,8,1.75,3.9,5,1.8,3.75,4.6,1.7,3.8,5,1.76,3.93,5.03,1.7,3.75,4.4,42,23.7,25,298.25,7.1,42,22.9,26,139.85,3.33,78,77,77,78,74,75,74,75
80,QPR,Aston Villa,10/27/2014 20:00:00,20,4,12,10,2-0,8,8,2.38,3.25,3.4,2.4,3.3,3.1,2.4,3.2,3,2.33,3.32,3.45,2.3,3.1,3.1,41,25.1,24,115.05,2.81,38,24.3,20,127,3.34,74,74,71,75,72,74,74,75
81,Newcastle,Liverpool,11/01/2014 12:45:00,14,10,7,14,1-0,9,9,3.8,3.75,2,3.75,3.5,2.05,3.75,3.6,2.05,3.77,3.74,2.05,3.8,3.2,2.05,42,22.9,26,139.85,3.33,35,23.4,21,285,8.14,74,75,74,75,79,78,75,79
82,Arsenal,Burnley,11/01/2014 15:00:00,5,14,20,4,3-0,9,9,1.25,6.5,14,1.28,5.5,9.5,1.25,6,13,1.28,6.21,13.23,1.29,5,12,42,23,29,404.35,9.63,30,25.5,13,36.75,1.23,80,80,77,80,71,70,71,70
83,Chelsea,QPR,11/01/2014 15:00:00,1,23,19,7,2-1,9,9,1.17,8.5,21,1.18,6.25,15,1.18,7.5,19,1.19,7.8,19.99,1.17,6.5,19,38,23.9,28,526.1,13.84,41,25.1,24,115.05,2.81,82,82,81,83,74,74,71,75
84,Everton,Swansea,11/01/2014 15:00:00,9,12,6,14,0-0,9,9,1.75,3.8,5.25,1.75,3.6,4.5,1.75,3.8,5,1.74,3.85,5.39,1.75,3.25,5.5,40,24.3,19,177.5,4.44,36,24.3,30,107.7,2.99,78,78,78,78,77,74,74,75
85,Hull,Southampton,11/01/2014 15:00:00,10,11,2,19,0-1,9,9,3.8,3.6,2.05,3.6,3.3,2.05,3.8,3.5,2.05,4.01,3.61,2.03,3.75,3.1,2.1,35,26.1,24,122.25,3.49,37,23.5,20,150.4,4.06,75,73,70,73,77,75,76,76
86,Leicester,West Brom,11/01/2014 15:00:00,17,9,13,10,0-1,9,9,2.3,3.5,3.3,2.3,3.3,3,2.25,3.4,3.4,2.35,3.46,3.27,2.38,3.2,3.1,37,25.9,18,55.85,1.51,34,25.5,22,100.6,2.96,71,72,68,72,74,74,71,74
87,Stoke,West Ham,11/01/2014 15:00:00,12,11,4,16,2-2,9,9,2.38,3.4,3.25,2.4,3.2,2.95,2.4,3.4,3.1,2.42,3.37,3.22,2.4,3.1,3.1,30,26.4,23,128.85,4.3,36,24.8,21,123,3.42,76,75,74,76,75,74,72,75
88,Aston Villa,Tottenham,11/02/2014 16:00:00,15,10,11,11,1-2,9,9,3.75,3.6,2.1,3.6,3.5,2.1,3.6,3.5,2.1,3.89,3.53,2.08,3.8,3.1,2.1,38,24.3,20,127,3.34,42,23.7,25,298.25,7.1,72,74,74,75,78,77,77,78
89,Crystal Palace,Sunderland,11/03/2014 20:00:00,16,9,18,8,1-3,9,9,2.1,3.5,3.8,2.1,3.4,3.7,2.15,3.4,3.6,2.08,3.48,3.96,2.15,3.1,3.6,42,26,25,89.3,2.13,34,24.8,20,115.25,3.39,73,73,73,73,76,73,72,74
90,Liverpool,Chelsea,11/08/2014 12:45:00,7,14,1,26,1-2,10,10,3.4,3.4,2.3,3.1,3.25,2.3,3.25,3.4,2.3,3.36,3.46,2.31,3.4,3,2.3,35,23.4,21,285,8.14,38,23.9,28,526.1,13.84,79,78,75,79,82,82,81,83
91,Burnley,Hull,11/08/2014 15:00:00,20,4,14,11,1-0,10,10,2.5,3.4,3,2.5,3.2,2.8,2.5,3.3,2.9,2.52,3.36,3.07,2.6,3,2.9,30,25.5,13,36.75,1.23,35,26.1,24,122.25,3.49,71,70,71,70,75,73,70,73
92,Southampton,Leicester,11/08/2014 15:00:00,2,22,18,9,2-0,10,10,1.44,4.75,8,1.44,4.5,6.5,1.44,4.5,7.5,1.44,4.83,8.54,1.44,4,8,37,23.5,20,150.4,4.06,37,25.9,18,55.85,1.51,77,75,76,76,71,72,68,72
93,West Ham,Aston Villa,11/08/2014 15:00:00,5,17,16,10,0-0,10,10,1.75,3.75,5.5,1.75,3.6,4.6,1.75,3.6,5,1.75,3.73,5.52,1.75,3.4,5,36,24.8,21,123,3.42,38,24.3,20,127,3.34,75,74,72,75,72,74,74,75
94,QPR,Man City,11/08/2014 17:30:00,19,7,3,20,2-2,10,10,7,4.75,1.5,6,4.2,1.5,6,4.33,1.53,7.14,4.73,1.5,7,4,1.5,41,25.1,24,115.05,2.81,36,25.4,29,478,13.28,74,74,71,75,83,82,81,82
